id,station,year,month,tmax,tmin,rain
3226,Heathrow,1986,8,20.0,11.5,66.7
3227,Heathrow,1986,9,17.4,8.1,22.8
3228,Heathrow,1986,10,16.4,8.5,72.4
3229,Heathrow,1986,11,12.1,5.2,66.1
3230,Heathrow,1986,12,9.7,3.2,60.6
3231,Heathrow,1987,1,3.6,-1.0,11.1
3232,Heathrow,1987,2,7.7,1.4,32.4
3233,Heathrow,1987,3,8.5,1.4,42.7
3234,Heathrow,1987,4,15.8,6.7,39.9
3235,Heathrow,1987,5,16.3,7.0,54.1
3236,Heathrow,1987,6,18.6,10.6,69.9
3237,Heathrow,1987,7,21.8,13.2,77.3
3238,Heathrow,1987,8,21.8,12.5,57.2
3239,Heathrow,1987,9,19.3,11.4,36.9
3240,Heathrow,1987,10,15.0,7.7,174.8
3241,Heathrow,1987,11,9.8,4.2,43.3
3242,Heathrow,1987,12,8.9,4.1,14.4
3243,Heathrow,1988,1,8.8,3.1,106.9
3244,Heathrow,1988,2,8.7,1.8,26.0
3245,Heathrow,1988,3,10.7,3.7,59.5
3246,Heathrow,1988,4,13.5,5.1,27.7
3247,Heathrow,1988,5,18.0,9.1,41.6
3248,Heathrow,1988,6,19.7,11.3,44.3
3249,Heathrow,1988,7,20.0,12.2,76.2
3250,Heathrow,1988,8,21.8,12.4,60.9
3251,Heathrow,1988,9,18.8,10.8,27.8
3252,Heathrow,1988,10,15.5,8.5,56.3
3253,Heathrow,1988,11,9.9,1.8,16.0
3254,Heathrow,1988,12,10.4,4.8,8.9
3255,Heathrow,1989,1,9.5,3.1,26.0
3256,Heathrow,1989,2,10.2,2.6,40.2
3257,Heathrow,1989,3,12.9,4.5,56.6
3258,Heathrow,1989,4,11.5,4.3,64.2
3259,Heathrow,1989,5,21.0,10.0,12.1
3260,Heathrow,1989,6,22.1,11.4,35.5
3261,Heathrow,1989,7,25.8,14.8,36.7
3262,Heathrow,1989,8,24.2,13.1,55.7
3263,Heathrow,1989,9,20.7,12.6,10.8
3264,Heathrow,1989,10,17.1,9.7,52.8
3265,Heathrow,1989,11,10.9,3.7,23.8
3266,Heathrow,1989,12,9.4,4.2,119.3
3267,Heathrow,1990,1,10.2,4.4,71.1
3268,Heathrow,1990,2,11.7,5.3,92.3
3269,Heathrow,1990,3,13.6,4.8,6.9
3270,Heathrow,1990,4,14.6,4.2,29.7
3271,Heathrow,1990,5,20.5,9.0,4.1
3272,Heathrow,1990,6,19.5,10.8,39.5
3273,Heathrow,1990,7,24.7,13.2,6.9
3274,Heathrow,1990,8,26.0,14.7,26.8
3275,Heathrow,1990,9,19.7,10.0,24.9
3276,Heathrow,1990,10,16.9,9.6,49.7
3277,Heathrow,1990,11,10.7,5.1,22.1
3278,Heathrow,1990,12,7.6,2.5,51.4
3279,Heathrow,1991,1,7.3,1.8,69.7
3280,Heathrow,1991,2,5.4,-1.3,34.7
3281,Heathrow,1991,3,12.5,5.3,25.9
3282,Heathrow,1991,4,13.1,4.8,52.8
3283,Heathrow,1991,5,15.7,7.7,9.1
3284,Heathrow,1991,6,17.8,9.7,88.6
3285,Heathrow,1991,7,23.2,14.4,92.9
3286,Heathrow,1991,8,24.1,14.4,26.0
3287,Heathrow,1991,9,21.4,11.5,43.7
3288,Heathrow,1991,10,14.6,7.6,18.5
3289,Heathrow,1991,11,10.6,4.2,59.3
3290,Heathrow,1991,12,8.3,1.7,12.0
3291,Heathrow,1992,1,7.5,2.0,12.6
3292,Heathrow,1992,2,9.5,2.3,17.7
3293,Heathrow,1992,3,11.8,4.9,38.5
3294,Heathrow,1992,4,14.0,5.6,57.1
3295,Heathrow,1992,5,21.0,10.2,94.5
3296,Heathrow,1992,6,22.5,12.3,22.5
3297,Heathrow,1992,7,22.5,14.2,62.3
3298,Heathrow,1992,8,21.7,13.6,84.7
3299,Heathrow,1992,9,18.9,11.0,77.3
3300,Heathrow,1992,10,12.5,5.3,59.4
3301,Heathrow,1992,11,12.0,4.8,86.9
3302,Heathrow,1992,12,7.8,1.6,35.9
3303,Heathrow,1993,1,10.3,3.5,63.1
3304,Heathrow,1993,2,7.2,2.5,2.4
3305,Heathrow,1993,3,11.8,3.3,16.0
3306,Heathrow,1993,4,14.6,6.8,75.3
3307,Heathrow,1993,5,18.0,8.8,31.8
3308,Heathrow,1993,6,21.8,12.2,43.9
3309,Heathrow,1993,7,21.6,12.6,35.0
3310,Heathrow,1993,8,21.6,11.7,23.8
3311,Heathrow,1993,9,17.5,9.8,96.3
3312,Heathrow,1993,10,13.0,7.0,123.0
3313,Heathrow,1993,11,8.8,2.4,29.5
3314,Heathrow,1993,12,9.2,3.6,73.8
3315,Heathrow,1994,1,9.3,2.8,80.0
3316,Heathrow,1994,2,7.7,1.2,42.6
3317,Heathrow,1994,3,12.3,5.1,40.0
3318,Heathrow,1994,4,13.3,5.1,52.8
3319,Heathrow,1994,5,16.0,8.2,80.6
3320,Heathrow,1994,6,21.5,11.2,17.0
3321,Heathrow,1994,7,26.2,15.2,16.9
3322,Heathrow,1994,8,23.0,13.8,32.2
3323,Heathrow,1994,9,17.8,10.8,86.3
3324,Heathrow,1994,10,15.4,7.7,76.0
3325,Heathrow,1994,11,13.6,8.4,43.1
3326,Heathrow,1994,12,10.7,4.0,63.3
3327,Heathrow,1995,1,8.9,2.2,113.7
3328,Heathrow,1995,2,10.7,4.4,71.9
3329,Heathrow,1995,3,11.2,2.0,49.5
3330,Heathrow,1995,4,15.0,6.1,16.9
3331,Heathrow,1995,5,19.0,8.2,30.0
3332,Heathrow,1995,6,20.7,10.8,11.1
3333,Heathrow,1995,7,26.3,15.2,20.3
3334,Heathrow,1995,8,27.0,15.6,0.3
3335,Heathrow,1995,9,19.2,10.7,95.0
3336,Heathrow,1995,10,18.3,10.2,19.2
3337,Heathrow,1995,11,12.0,5.1,28.5
3338,Heathrow,1995,12,5.8,1.0,82.8
3339,Heathrow,1996,1,7.2,3.1,41.5
3340,Heathrow,1996,2,6.8,0.1,49.0
3341,Heathrow,1996,3,8.6,2.1,31.4
3342,Heathrow,1996,4,14.3,5.5,25.0
3343,Heathrow,1996,5,15.1,5.9,25.8
3344,Heathrow,1996,6,22.8,11.3,12.0
3345,Heathrow,1996,7,24.2,13.2,28.8
3346,Heathrow,1996,8,23.1,13.4,45.8
3347,Heathrow,1996,9,19.2,10.7,22.0
3348,Heathrow,1996,10,16.6,8.9,35.4
3349,Heathrow,1996,11,10.5,2.7,91.0
3350,Heathrow,1996,12,6.2,1.4,13.0
3351,Heathrow,1997,1,5.5,0.2,10.3
3352,Heathrow,1997,2,10.8,4.0,55.1
3353,Heathrow,1997,3,13.8,5.3,11.4
3354,Heathrow,1997,4,15.6,5.4,9.8
3355,Heathrow,1997,5,18.7,8.5,28.2
3356,Heathrow,1997,6,20.2,12.2,78.6
3357,Heathrow,1997,7,23.5,13.9,34.6
3358,Heathrow,1997,8,25.8,16.6,70.5
3359,Heathrow,1997,9,20.9,11.8,6.8
3360,Heathrow,1997,10,15.9,7.5,44.9
3361,Heathrow,1997,11,12.5,6.2,47.1
3362,Heathrow,1997,12,9.5,4.2,47.4
3363,Heathrow,1998,1,9.2,3.5,68.6
3364,Heathrow,1998,2,11.6,3.5,6.6
3365,Heathrow,1998,3,12.1,5.7,51.1
3366,Heathrow,1998,4,12.7,5.7,82.6
3367,Heathrow,1998,5,19.6,10.2,31.9
3368,Heathrow,1998,6,19.9,12.0,89.6
3369,Heathrow,1998,7,21.4,13.0,26.9
3370,Heathrow,1998,8,23.5,12.7,16.6
3371,Heathrow,1998,9,20.4,12.7,101.2
3372,Heathrow,1998,10,14.7,8.6,103.8
3373,Heathrow,1998,11,9.6,3.4,57.0
3374,Heathrow,1998,12,9.7,3.8,49.2
3375,Heathrow,1999,1,9.4,3.8,68.7
3376,Heathrow,1999,2,8.8,2.8,21.1
3377,Heathrow,1999,3,12.2,5.0,25.6
3378,Heathrow,1999,4,14.9,6.3,35.0
3379,Heathrow,1999,5,19.1,10.2,35.8
3380,Heathrow,1999,6,20.3,11.0,98.2
3381,Heathrow,1999,7,24.9,14.3,8.6
3382,Heathrow,1999,8,22.8,14.0,124.8
3383,Heathrow,1999,9,21.3,13.2,86.7
3384,Heathrow,1999,10,15.6,7.9,49.2
3385,Heathrow,1999,11,11.3,5.9,31.2
3386,Heathrow,1999,12,8.7,2.4,77.2
3387,Heathrow,2000,1,8.6,2.4,16.5
3388,Heathrow,2000,2,10.4,3.8,62.2
3389,Heathrow,2000,3,12.1,4.9,16.0
3390,Heathrow,2000,4,12.9,5.4,99.6
3391,Heathrow,2000,5,18.0,9.6,87.2
3392,Heathrow,2000,6,21.0,12.8,19.2
3393,Heathrow,2000,7,21.0,12.8,52.8
3394,Heathrow,2000,8,23.2,14.0,32.3
3395,Heathrow,2000,9,20.1,12.5,105.8
3396,Heathrow,2000,10,14.7,8.5,155.4
3397,Heathrow,2000,11,11.0,4.5,99.5
3398,Heathrow,2000,12,9.0,4.6,73.9
3399,Heathrow,2001,1,7.1,1.8,75.2
3400,Heathrow,2001,2,9.2,2.8,69.6
3401,Heathrow,2001,3,9.5,3.8,95.3
3402,Heathrow,2001,4,12.8,5.4,66.5
3403,Heathrow,2001,5,18.8,9.1,26.0
3404,Heathrow,2001,6,20.8,11.3,39.1
3405,Heathrow,2001,7,24.3,14.5,35.2
3406,Heathrow,2001,8,23.5,14.5,79.0
3407,Heathrow,2001,9,18.1,10.8,59.6
3408,Heathrow,2001,10,17.6,11.3,108.2
3409,Heathrow,2001,11,11.3,4.4,33.8
3410,Heathrow,2001,12,7.3,1.4,17.8
3411,Heathrow,2002,1,9.5,3.5,51.0
3412,Heathrow,2002,2,11.3,4.8,64.0
3413,Heathrow,2002,3,12.4,5.1,37.6
3414,Heathrow,2002,4,15.7,6.1,38.4
3415,Heathrow,2002,5,17.3,9.4,66.4
3416,Heathrow,2002,6,20.1,11.6,74.2
3417,Heathrow,2002,7,22.3,13.5,67.2
3418,Heathrow,2002,8,23.3,14.7,36.3
3419,Heathrow,2002,9,20.3,11.5,20.0
3420,Heathrow,2002,10,15.3,8.4,61.6
3421,Heathrow,2002,11,12.4,7.0,151.0
3422,Heathrow,2002,12,9.0,5.2,119.0
3423,Heathrow,2003,1,8.0,2.3,73.6
3424,Heathrow,2003,2,8.4,1.8,20.8
3425,Heathrow,2003,3,13.6,4.4,16.4
3426,Heathrow,2003,4,15.7,6.3,30.0
3427,Heathrow,2003,5,18.2,9.0,39.1
3428,Heathrow,2003,6,23.3,13.3,47.6
3429,Heathrow,2003,7,24.2,14.7,28.8
3430,Heathrow,2003,8,26.4,15.7,10.4
3431,Heathrow,2003,9,21.9,10.8,8.4
3432,Heathrow,2003,10,14.5,6.4,35.2
3433,Heathrow,2003,11,12.6,6.7,113.8
3434,Heathrow,2003,12,8.8,3.2,51.4
3435,Heathrow,2004,1,8.8,3.1,71.9
3436,Heathrow,2004,2,8.7,3.8,26.2
3437,Heathrow,2004,3,10.8,3.9,29.5
3438,Heathrow,2004,4,14.9,6.3,68.8
3439,Heathrow,2004,5,18.2,9.5,45.0
3440,Heathrow,2004,6,22.1,12.6,40.4
3441,Heathrow,2004,7,22.7,13.3,37.6
3442,Heathrow,2004,8,23.8,15.1,107.8
3443,Heathrow,2004,9,20.8,12.5,18.8
3444,Heathrow,2004,10,15.3,9.1,96.6
3445,Heathrow,2004,11,11.2,6.2,29.6
3446,Heathrow,2004,12,8.8,2.9,46.4
3447,Heathrow,2005,1,9.5,3.8,21.6
3448,Heathrow,2005,2,7.3,2.5,19.7
3449,Heathrow,2005,3,11.5,4.5,43.6
3450,Heathrow,2005,4,14.6,6.2,30.0
3451,Heathrow,2005,5,17.7,8.5,19.8
3452,Heathrow,2005,6,22.8,12.9,32.6
3453,Heathrow,2005,7,23.3,14.1,45.8
3454,Heathrow,2005,8,23.2,13.0,42.4
3455,Heathrow,2005,9,21.4,12.7,47.5
3456,Heathrow,2005,10,17.8,11.3,73.4
3457,Heathrow,2005,11,10.7,3.5,29.2
3458,Heathrow,2005,12,8.2,1.9,44.4
3459,Heathrow,2006,1,7.6,2.9,16.8
3460,Heathrow,2006,2,7.2,1.7,41.2
3461,Heathrow,2006,3,9.4,2.8,44.6
3462,Heathrow,2006,4,14.1,6.0,33.4
3463,Heathrow,2006,5,18.0,9.8,91.6
3464,Heathrow,2006,6,23.7,12.9,11.8
3465,Heathrow,2006,7,28.2,16.7,23.6
3466,Heathrow,2006,8,22.2,13.5,68.8
3467,Heathrow,2006,9,22.7,14.5,78.2
3468,Heathrow,2006,10,17.8,11.2,64.4
3469,Heathrow,2006,11,12.7,5.4,98.0
3470,Heathrow,2006,12,9.7,4.5,63.6
3471,Heathrow,2007,1,10.5,5.1,56.0
3472,Heathrow,2007,2,9.9,3.9,92.9
3473,Heathrow,2007,3,12.5,4.4,43.8
3474,Heathrow,2007,4,18.9,7.7,3.6
3475,Heathrow,2007,5,17.9,9.7,80.0
3476,Heathrow,2007,6,21.2,12.6,63.8
3477,Heathrow,2007,7,21.4,13.1,115.2
3478,Heathrow,2007,8,21.5,12.9,41.0
3479,Heathrow,2007,9,19.9,11.4,17.4
3480,Heathrow,2007,10,15.4,8.5,37.8
3481,Heathrow,2007,11,11.4,4.6,84.8
3482,Heathrow,2007,12,8.9,3.1,44.6
3483,Heathrow,2008,1,10.4,4.7,69.0
3484,Heathrow,2008,2,11.0,2.0,15.4
3485,Heathrow,2008,3,10.6,3.7,69.8
3486,Heathrow,2008,4,13.7,5.2,63.4
3487,Heathrow,2008,5,19.8,10.5,64.2
3488,Heathrow,2008,6,20.8,11.9,45.6
3489,Heathrow,2008,7,22.8,13.7,76.8
3490,Heathrow,2008,8,21.5,14.2,64.4
3491,Heathrow,2008,9,18.5,11.2,43.0
3492,Heathrow,2008,10,15.0,6.8,45.0
3493,Heathrow,2008,11,10.7,5.2,58.8
3494,Heathrow,2008,12,7.3,1.7,41.2
3495,Heathrow,2009,1,6.8,0.3,72.4
3496,Heathrow,2009,2,7.8,2.1,69.6
3497,Heathrow,2009,3,12.9,3.7,30.0
3498,Heathrow,2009,4,16.1,7.2,28.0
3499,Heathrow,2009,5,19.1,9.4,29.8
3500,Heathrow,2009,6,22.4,12.2,34.0
3501,Heathrow,2009,7,23.0,13.7,71.4
3502,Heathrow,2009,8,23.9,14.1,39.6
3503,Heathrow,2009,9,20.5,12.0,36.0
3504,Heathrow,2009,10,16.3,9.3,39.4
3505,Heathrow,2009,11,12.6,7.4,148.0
3506,Heathrow,2009,12,7.0,1.3,84.6
3507,Heathrow,2010,1,4.5,-0.3,51.8
3508,Heathrow,2010,2,6.9,1.7,100.4
3509,Heathrow,2010,3,11.1,3.7,39.8
3510,Heathrow,2010,4,15.8,5.6,23.2
3511,Heathrow,2010,5,17.3,7.7,20.6
3512,Heathrow,2010,6,23.5,12.1,12.4
3513,Heathrow,2010,7,25.0,15.1,18.0
3514,Heathrow,2010,8,21.6,13.2,88.6
3515,Heathrow,2010,9,19.4,11.2,38.2
3516,Heathrow,2010,10,15.2,8.3,74.8
3517,Heathrow,2010,11,9.1,4.0,32.2
3518,Heathrow,2010,12,3.9,-1.5,21.4
3519,Heathrow,2011,1,7.4,2.8,76.8
3520,Heathrow,2011,2,10.2,4.8,42.8
3521,Heathrow,2011,3,12.3,3.8,14.6
3522,Heathrow,2011,4,19.7,8.6,2.4
3523,Heathrow,2011,5,19.4,9.4,24.6
3524,Heathrow,2011,6,20.7,11.0,84.0
3525,Heathrow,2011,7,21.7,12.6,49.8
3526,Heathrow,2011,8,21.8,13.4,68.8
3527,Heathrow,2011,9,21.3,12.4,35.0
3528,Heathrow,2011,10,18.1,10.1,18.4
3529,Heathrow,2011,11,13.6,7.3,29.0
3530,Heathrow,2011,12,9.9,3.8,63.0
3531,Heathrow,2012,1,9.8,3.4,34.4
3532,Heathrow,2012,2,8.0,1.3,16.8
3533,Heathrow,2012,3,14.7,4.7,16.2
3534,Heathrow,2012,4,13.3,4.9,98.4
3535,Heathrow,2012,5,18.2,9.7,25.4
3536,Heathrow,2012,6,19.4,11.6,110.8
3537,Heathrow,2012,7,21.3,13.2,71.8
3538,Heathrow,2012,8,23.5,14.3,36.4
3539,Heathrow,2012,9,20.0,10.3,41.2
3540,Heathrow,2012,10,14.2,8.0,88.4
3541,Heathrow,2012,11,11.0,4.6,71.8
3542,Heathrow,2012,12,9.0,2.6,95.8
3543,Heathrow,2013,1,6.5,2.0,50.1
3544,Heathrow,2013,2,6.7,1.2,32.8
3545,Heathrow,2013,3,6.9,1.2,52.8
3546,Heathrow,2013,4,13.5,4.7,34.0
3547,Heathrow,2013,5,16.4,7.7,41.8
3548,Heathrow,2013,6,20.3,11.2,11.6
3549,Heathrow,2013,7,27.0,15.2,25.2
3550,Heathrow,2013,8,24.3,14.3,32.6
3551,Heathrow,2013,9,19.7,11.1,49.6
3552,Heathrow,2013,10,17.0,10.6,81.4
3553,Heathrow,2013,11,10.4,4.7,50.0
3554,Heathrow,2013,12,10.2,3.5,98.2
3555,Heathrow,2014,1,10.0,3.8,162.4
3556,Heathrow,2014,2,10.6,4.4,89.8
3557,Heathrow,2014,3,14.1,4.4,27.8
3558,Heathrow,2014,4,16.1,7.5,58.0
3559,Heathrow,2014,5,18.0,9.8,84.6
3560,Heathrow,2014,6,22.1,12.5,40.8
3561,Heathrow,2014,7,25.8,15.0,50.0
3562,Heathrow,2014,8,21.7,12.7,97.6
3563,Heathrow,2014,9,21.5,12.8,10.8
3564,Heathrow,2014,10,17.6,11.0,76.0
3565,Heathrow,2014,11,12.5,6.9,128.4
3566,Heathrow,2014,12,9.2,3.0,37.8
3567,Heathrow,2015,1,8.8,1.6,63.4
3568,Heathrow,2015,2,8.0,1.8,38.6
3569,Heathrow,2015,3,11.6,4.1,24.0
3570,Heathrow,2015,4,16.3,6.0,16.2
3571,Heathrow,2015,5,17.6,8.8,41.6
3572,Heathrow,2015,6,22.2,11.4,12.2
3573,Heathrow,2015,7,23.7,13.8,71.8
3574,Heathrow,2015,8,22.2,14.1,116.8
3575,Heathrow,2015,9,18.6,10.2,50.0
3576,Heathrow,2015,10,15.8,9.3,39.8
3577,Heathrow,2015,11,13.4,8.0,48.2
3578,Heathrow,2015,12,13.7,8.9,39.4
3579,Heathrow,2016,1,9.5,3.0,74.8
3580,Heathrow,2016,2,9.4,2.9,43.8
3581,Heathrow,2016,3,10.7,3.2,72.8
3582,Heathrow,2016,4,13.5,4.9,47.2
3583,Heathrow,2016,5,19.0,9.7,60.4
3584,Heathrow,2016,6,20.7,12.7,93.4
3585,Heathrow,2016,7,24.0,14.5,16.0
3586,Heathrow,2016,8,24.7,14.6,21.6
3587,Heathrow,2016,9,22.4,13.7,42.2
3588,Heathrow,2016,10,15.9,8.7,21.6
3589,Heathrow,2016,11,10.5,3.8,86.4
3590,Heathrow,2016,12,10.2,3.4,10.4
3591,Heathrow,2017,1,7.6,0.7,60.2
3592,Heathrow,2017,2,10.0,4.4,38.2
3593,Heathrow,2017,3,14.1,6.6,25.8
3594,Heathrow,2017,4,15.8,5.9,4.6
3595,Heathrow,2017,5,19.8,10.4,64.8
3596,Heathrow,2017,6,24.0,13.9,46.4
3597,Heathrow,2017,7,23.8,14.9,90.0
3598,Heathrow,2017,8,22.0,13.5,58.6
3599,Heathrow,2017,9,19.2,11.0,59.0
3600,Heathrow,2017,10,17.1,10.3,9.2
3601,Heathrow,2017,11,11.1,4.5,34.2
3602,Heathrow,2017,12,8.7,2.9,81.2
3603,Heathrow,2018,1,9.7,3.8,58.0
3604,Heathrow,2018,2,6.7,0.6,29.0
3605,Heathrow,2018,3,9.8,3.0,81.2
3606,Heathrow,2018,4,15.5,7.9,65.2
3607,Heathrow,2018,5,20.8,9.8,58.4
3608,Heathrow,2018,6,24.2,13.1,0.4
3609,Heathrow,2018,7,28.3,16.4,14.8
3610,Heathrow,2018,8,24.5,14.5,48.2
3611,Heathrow,2018,9,20.9,11.0,29.4
3612,Heathrow,2018,10,16.5,8.5,61.0
3613,Heathrow,2018,11,12.2,5.8,73.8
3614,Heathrow,2018,12,10.7,5.2,60.6
3615,Heathrow,2019,1,7.6,2.0,33.2
3616,Heathrow,2019,2,12.4,3.3,34.2
3617,Heathrow,2019,3,13.1,5.8,49.6
3618,Heathrow,2019,4,15.8,5.7,12.8
3619,Heathrow,2019,5,18.6,8.4,36.0
3620,Heathrow,2019,6,21.8,11.9,81.8
3621,Heathrow,2019,7,25.5,14.9,50.8
3622,Heathrow,2019,8,25.2,14.1,33.6
3623,Heathrow,2019,9,21.2,11.8,63.0
3624,Heathrow,2019,10,15.5,8.6,92.8
3625,Heathrow,2019,11,10.3,4.3,74.8
3626,Heathrow,2019,12,10.2,4.0,89.6
3627,Heathrow,2020,1,10.1,4.7,47.6
3628,Cardiff,1977,9,18.3,8.1,48.6
3629,Cardiff,1977,10,15.4,9.0,76.0
3630,Cardiff,1977,11,10.3,4.7,147.9
3631,Cardiff,1977,12,9.6,4.6,88.0
3632,Cardiff,1978,1,7.5,2.0,134.1
3633,Cardiff,1978,2,6.2,0.9,134.1
3634,Cardiff,1978,3,10.6,3.9,121.3
3635,Cardiff,1978,4,10.9,3.7,63.6
3636,Cardiff,1978,5,17.3,7.5,30.6
3637,Cardiff,1978,6,18.5,9.5,29.6
3638,Cardiff,1978,7,18.7,11.8,110.1
3639,Cardiff,1978,8,19.6,11.4,40.5
3640,Cardiff,1978,9,18.4,10.2,34.1
3641,Cardiff,1978,10,16.6,9.0,12.0
3642,Cardiff,1978,11,12.5,5.7,82.8
3643,Cardiff,1978,12,8.2,3.4,219.5
3644,Cardiff,1979,1,4.6,-2.9,117.8
3645,Cardiff,1979,2,4.4,-0.4,81.9
3646,Cardiff,1979,3,8.4,2.6,112.9
3647,Cardiff,1979,4,12.3,4.7,60.2
3648,Cardiff,1979,5,13.9,5.9,109.8
3649,Cardiff,1979,6,18.2,9.8,25.9
3650,Cardiff,1979,7,21.1,12.4,37.3
3651,Cardiff,1979,8,18.9,11.2,135.4
3652,Cardiff,1979,9,17.7,9.0,59.1
3653,Cardiff,1979,10,15.5,8.7,88.8
3654,Cardiff,1979,11,11.2,3.5,90.9
3655,Cardiff,1979,12,10.1,4.0,180.9
3656,Cardiff,1980,1,6.0,-0.8,96.6
3657,Cardiff,1980,2,9.9,4.4,122.4
3658,Cardiff,1980,3,8.8,2.8,152.6
3659,Cardiff,1980,4,14.4,4.5,15.0
3660,Cardiff,1980,5,17.7,7.4,43.6
3661,Cardiff,1980,6,18.3,10.3,125.8
3662,Cardiff,1980,7,19.0,11.2,67.2
3663,Cardiff,1980,8,20.0,12.6,85.8
3664,Cardiff,1980,9,18.5,11.8,99.2
3665,Cardiff,1980,10,13.3,5.8,147.5
3666,Cardiff,1980,11,9.8,5.1,131.8
3667,Cardiff,1980,12,9.5,3.3,108.2
3668,Cardiff,1981,1,8.8,2.6,58.2
3669,Cardiff,1981,2,6.8,0.7,62.9
3670,Cardiff,1981,3,11.6,6.7,204.1
3671,Cardiff,1981,4,13.2,5.3,37.1
3672,Cardiff,1981,5,15.4,7.9,125.0
3673,Cardiff,1981,6,17.8,10.6,49.5
3674,Cardiff,1981,7,20.0,12.7,30.1
3675,Cardiff,1981,8,22.1,12.1,27.8
3676,Cardiff,1981,9,19.3,10.9,218.8
3677,Cardiff,1981,10,12.6,5.5,148.4
3678,Cardiff,1981,11,11.4,5.2,72.5
3679,Cardiff,1981,12,5.7,-0.3,118.7
3680,Cardiff,1982,1,6.5,0.9,85.3
3681,Cardiff,1982,2,8.8,3.3,69.5
3682,Cardiff,1982,3,10.5,3.2,152.4
3683,Cardiff,1982,4,14.2,4.7,31.5
3684,Cardiff,1982,5,17.3,6.8,34.3
3685,Cardiff,1982,6,20.9,12.2,77.7
3686,Cardiff,1982,7,21.6,13.2,29.7
3687,Cardiff,1982,8,20.1,12.4,95.4
3688,Cardiff,1982,9,19.1,11.0,101.1
3689,Cardiff,1982,10,13.9,7.9,128.9
3690,Cardiff,1982,11,11.3,6.2,193.9
3691,Cardiff,1982,12,8.4,2.3,166.9
3692,Cardiff,1983,1,10.2,4.4,190.3
3693,Cardiff,1983,2,5.5,0.3,30.4
3694,Cardiff,1983,3,10.3,4.1,57.2
3695,Cardiff,1983,4,11.8,3.5,97.7
3696,Cardiff,1983,5,14.2,7.8,137.9
3697,Cardiff,1983,6,19.2,11.2,32.2
3698,Cardiff,1983,7,25.9,15.1,18.0
3699,Cardiff,1983,8,23.5,13.2,34.2
3700,Cardiff,1983,9,17.1,11.0,185.7
3701,Cardiff,1983,10,14.5,7.8,93.2
3702,Cardiff,1983,11,10.9,5.9,64.3
3703,Cardiff,1983,12,9.9,3.5,122.3
3704,Cardiff,1984,1,8.3,1.6,205.7
3705,Cardiff,1984,2,7.9,1.8,67.3
3706,Cardiff,1984,3,9.2,2.6,31.1
3707,Cardiff,1984,4,14.8,3.7,9.5
3708,Cardiff,1984,5,16.1,6.8,60.0
3709,Cardiff,1984,6,20.9,10.6,35.9
3710,Cardiff,1984,7,23.1,12.5,14.7
3711,Cardiff,1984,8,23.3,13.8,47.5
3712,Cardiff,1984,9,18.3,11.0,149.1
3713,Cardiff,1984,10,15.3,8.9,147.7
3714,Cardiff,1984,11,11.6,5.8,218.2
3715,Cardiff,1984,12,9.6,2.6,115.0
3716,Cardiff,1985,1,5.4,-1.5,88.0
3717,Cardiff,1985,2,6.6,0.2,69.4
3718,Cardiff,1985,3,9.6,1.9,79.2
3719,Cardiff,1985,4,13.3,5.6,71.6
3720,Cardiff,1985,5,16.6,7.5,44.2
3721,Cardiff,1985,6,17.4,9.7,157.4
3722,Cardiff,1985,7,21.2,12.5,95.9
3723,Cardiff,1985,8,18.4,12.3,186.6
3724,Cardiff,1985,9,18.9,11.0,64.0
3725,Cardiff,1985,10,14.7,8.1,69.7
3726,Cardiff,1985,11,8.6,1.1,59.5
3727,Cardiff,1985,12,10.2,4.9,175.5
3728,Cardiff,1986,1,7.6,2.1,153.8
3729,Cardiff,1986,2,2.1,-2.3,6.4
3730,Cardiff,1986,3,9.7,2.5,108.2
3731,Cardiff,1986,4,10.6,2.7,78.4
3732,Cardiff,1986,5,15.0,7.6,89.1
3733,Cardiff,1986,6,20.5,10.8,60.2
3734,Cardiff,1986,7,20.2,12.4,69.7
3735,Cardiff,1986,8,17.9,10.6,118.1
3736,Cardiff,1986,9,16.7,7.4,20.6
3737,Cardiff,1986,10,15.1,6.4,137.4
3738,Cardiff,1986,11,12.1,4.3,177.6
3739,Cardiff,1986,12,10.3,3.2,179.5
3740,Cardiff,1987,1,4.2,-0.6,17.0
3741,Cardiff,1987,2,7.6,1.7,111.2
3742,Cardiff,1987,3,8.6,2.3,105.3
3743,Cardiff,1987,4,15.6,6.6,74.7
3744,Cardiff,1987,5,16.1,6.8,36.0
3745,Cardiff,1987,6,17.6,10.3,97.9
3746,Cardiff,1987,7,21.4,12.3,71.0
3747,Cardiff,1987,8,21.6,12.3,36.1
3748,Cardiff,1987,9,18.6,10.5,79.6
3749,Cardiff,1987,10,14.0,6.9,190.9
3750,Cardiff,1987,11,10.2,4.9,109.4
3751,Cardiff,1987,12,8.4,4.5,91.4
3752,Cardiff,1988,1,9.0,3.9,222.0
3753,Cardiff,1988,2,9.3,2.0,74.4
3754,Cardiff,1988,3,10.8,4.5,112.3
3755,Cardiff,1988,4,13.4,5.1,46.6
3756,Cardiff,1988,5,17.5,7.9,79.9
3757,Cardiff,1988,6,19.8,11.2,31.8
3758,Cardiff,1988,7,18.4,12.2,154.4
3759,Cardiff,1988,8,19.6,11.6,140.3
3760,Cardiff,1988,9,17.7,10.2,103.2
3761,Cardiff,1988,10,14.4,8.4,126.4
3762,Cardiff,1988,11,10.2,1.9,39.4
